gene_id,SRR9654972,SRR9654980,SRR9654983,SRR9654984,SRR9654985,SRR9654987,SRR9654988,SRR9654989,SRR9654990,SRR9654993,SRR9654994,SRR9654995,SRR9654996,SRR9654997,SRR9654998,SRR9655000,SRR9655004,SRR9655005,SRR9655008,SRR9655009,SRR9655010,SRR9655012,SRR9655013,SRR9655014,SRR9655015,SRR9655018,SRR9655019,SRR9655020,SRR9655021,SRR9655022,SRR9655023,SRR9655025,SRR9655029,SRR9655030
K01682,699,4,0,2,0,352,0,0,30,0,3,0,0,64,1,0,19,1,12,40,252,439,0,121,63,9,179,0,12,12,0,0,0,0
K01683,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,1,0,22,1,26,0,0,0
K01684,762,30,28,40,0,235,67,274,41,18,130,147,30,162,31,61,78,2,12,47,317,232,0,98,24,18,124,43,30,56,0,55,36,0
K01685,642,52,160,407,89,353,283,248,148,239,176,114,121,67,338,218,111,98,121,199,111,325,66,183,168,244,272,134,49,271,38,98,104,84
K01686,1802,118,292,360,825,1345,1171,897,585,1570,1095,851,128,653,1104,1262,671,906,396,549,866,692,772,540,846,375,560,813,1087,1104,216,644,371,137
K01687,1067,1235,662,1623,1338,568,1547,1139,1862,710,947,555,519,857,1625,1204,953,786,836,1460,649,449,1182,846,888,1391,830,986,780,716,868,801,846,1057
K01689,2020,3550,2047,2995,2750,1679,3782,3425,4060,2322,2572,2051,1591,2873,4708,3217,1982,1792,2501,2696,1573,2462,1987,2915,2021,3579,1524,2362,2361,1995,2283,2306,1928,2539
K01690,647,1,0,1,0,258,0,0,20,0,0,0,0,68,0,0,0,0,3,26,207,264,0,87,25,2,129,0,15,4,0,0,0,0
K01692,570,0,0,0,0,4,0,0,8,0,1,0,0,0,0,0,0,0,1,23,134,193,1,69,28,7,0,1,5,0,0,0,0,0
K01693,132,270,480,1028,634,206,426,625,416,365,524,260,318,541,617,515,343,98,375,566,354,811,452,162,247,430,304,390,424,433,511,244,505,569
K01694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01695,998,718,824,1379,1144,647,1143,1087,1521,862,746,725,739,1194,1135,817,710,587,558,1185,591,2237,519,1015,755,1042,557,853,454,633,816,828,864,1359
K01696,807,548,523,1157,933,539,995,850,1374,532,529,444,483,1074,679,505,529,582,408,791,618,1965,194,454,457,846,410,766,341,518,580,1008,629,1060
K01697,0,532,179,0,34,4,1,18,1245,95,67,113,44,118,343,75,208,59,66,107,162,93,3,246,12,564,37,187,157,36,131,88,0,11
K01698,1587,120,182,759,975,594,744,964,465,194,358,190,419,751,119,307,226,319,338,318,442,362,488,995,780,565,480,392,334,327,467,917,630,1225
K01699,8,4,32,29,4,128,8,56,10,3,16,4,39,3,6,7,3,2,31,14,0,204,1,3,3,19,1,6,2,1,18,2,5,2
K01702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01703,500,1551,740,894,646,353,659,880,1604,470,658,664,654,948,2336,1005,628,661,834,612,546,289,924,402,850,949,528,827,456,702,1106,556,633,739
K01704,1249,2134,1353,1891,1578,785,1758,1720,1181,1194,1314,1103,968,1555,3024,1599,1079,1013,1350,1412,810,641,859,1231,1076,1141,875,1321,589,1047,1518,989,1275,1542
K01705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01706,207,36,0,39,0,275,8,0,17,0,2,0,0,22,3,0,2,0,70,13,36,210,0,41,25,0,117,3,5,2,4,1,76,0
K01707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01708,706,99,0,135,19,325,21,32,24,18,13,5,2,72,7,76,30,12,132,147,160,190,0,118,38,7,173,29,14,42,7,2,161,0
K01709,7,17,77,76,840,204,607,141,72,312,360,84,123,9,309,198,135,94,97,8,45,21,176,24,114,258,90,79,2,175,25,14,81,97
K01710,1527,1089,345,766,337,692,630,673,1425,368,506,566,679,551,1030,892,488,430,551,752,876,2128,741,687,618,767,729,493,525,727,567,532,498,1368
K01711,861,25,36,257,119,751,209,447,107,595,445,362,709,126,507,272,149,426,46,144,153,97,268,776,487,274,271,347,525,331,23,259,108,37
K01712,56,14,9,2,40,258,101,91,129,279,237,170,21,18,0,419,29,297,360,56,1,205,183,98,759,57,450,63,88,295,11,199,36,33
K01713,0,0,5,0,0,8,0,0,0,4,0,8,0,0,0,0,0,0,1,44,5,195,0,3,1,0,0,0,0,0,0,0,0,0
K01714,1110,1875,1210,1637,1327,1115,1847,1337,2892,801,1204,697,661,1095,2134,1437,968,825,1727,1038,906,595,1066,1350,791,1777,1182,1120,1719,1149,1422,918,1154,1164
K01715,121,76,94,214,243,251,282,183,155,110,271,77,67,25,297,305,161,112,507,99,60,62,62,140,334,390,337,213,59,332,57,288,226,77
K01716,580,1,0,0,0,305,1,0,19,0,2,0,0,55,0,0,9,0,1,17,195,316,0,90,41,1,114,2,15,3,0,0,0,0
K01719,1358,67,112,188,410,720,416,376,188,431,230,233,44,413,57,216,126,236,181,131,522,565,675,828,532,238,443,107,270,396,181,97,350,438
K01720,439,1,0,2,0,520,0,1,33,1,2,1,0,85,0,0,16,2,11,46,270,248,0,161,34,0,146,0,7,12,0,0,0,0
K01721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01725,797,2,12,0,3,14,111,4,13,52,13,7,0,98,16,0,18,4,37,37,317,353,0,179,10,0,0,0,17,10,0,4,0,0
K01726,617,50,392,414,280,548,561,473,312,608,594,341,477,588,925,1148,351,145,234,477,286,326,254,151,423,275,376,550,692,424,96,210,378,198
K01727,0,0,0,93,0,2,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,261,0,13,11,4,0,0,0,0,0,4,0
K01728,0,0,13,0,21,82,43,70,3,41,3,32,0,0,0,26,60,5,1,8,4,0,0,0,0,2,0,8,0,83,0,2,15,3
K01729,0,0,0,0,10,35,14,21,0,18,2,25,0,0,0,81,2,0,0,5,0,0,2,0,15,0,0,2,0,1,0,6,1,0
K01730,1,0,0,44,2,335,2,3,4,98,66,34,76,0,2,2,3,82,4,13,7,142,12,6,22,1,11,7,0,10,3,21,6,0
K01732,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,14,0,2,2,0,0,0,0,0,0,1,0,0,0,7,0,0,2,0
K01733,1174,1099,852,1061,819,536,1154,1126,1497,606,761,626,499,608,1492,818,538,498,1282,595,744,711,1172,682,986,1077,902,752,714,1123,671,611,749,940
K01734,1076,268,342,1127,1134,892,1357,1441,560,1273,1270,614,397,851,1356,1925,595,480,704,616,522,494,639,464,537,1045,603,946,844,974,387,656,1028,819
K01735,1037,658,646,1135,1237,868,1235,1208,977,721,866,616,423,912,1219,1313,670,289,1130,884,642,809,913,1047,845,1309,943,997,548,1212,732,757,810,889
K01736,1536,1978,1316,1312,1247,960,1596,1549,1189,1003,1414,950,635,1310,3213,1891,1017,842,1794,1395,700,608,1330,1341,1554,1351,1371,1427,1285,1545,1335,1215,1168,1070
K01737,591,160,140,322,216,389,454,451,227,340,329,139,143,101,87,516,199,284,275,488,212,1330,960,2076,455,312,405,120,155,404,349,289,482,272
K01738,1024,494,715,1673,1274,720,1746,1283,748,745,781,356,436,730,949,844,505,428,892,457,487,1969,1237,1332,1171,992,763,676,1111,1019,479,936,899,1041
K01739,0,259,63,0,18,6,0,4,320,19,14,6,0,28,51,16,77,20,31,29,57,224,5,118,4,246,9,45,44,12,72,16,0,5
K01740,1039,3540,2118,2989,2983,946,3233,2969,3081,1799,2462,1927,1541,2158,5931,2899,1854,1621,2355,1718,1263,546,1378,1342,1531,2416,1144,2182,1520,1780,2851,1304,2130,2414
K01744,370,507,189,690,263,182,128,626,160,196,197,265,313,386,672,231,263,106,166,348,237,161,46,375,53,159,187,171,28,186,175,201,228,589
K01745,59,487,215,2,102,182,77,67,251,370,248,259,8,106,458,478,163,348,412,210,7,79,127,378,905,166,542,108,63,447,129,333,11,59
K01749,1301,95,397,827,753,599,694,921,309,271,370,239,333,882,172,375,221,174,212,251,423,593,436,734,714,411,429,367,296,319,383,282,695,750
K01750,0,0,0,0,0,0,0,9,10,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,12,0,2,0,0,0,0,0,0
K01751,989,325,142,615,78,433,251,549,361,87,146,40,270,261,447,187,85,120,661,276,365,479,941,105,376,396,604,334,489,308,359,61,372,564
K01752,3823,3210,1690,3370,1624,2464,2703,3155,3093,1936,2464,1646,1815,2047,5542,3255,2273,1295,3613,2916,2000,5709,1818,2666,3025,3245,2665,2432,2858,2438,1932,1720,2292,2444
K01753,1076,89,34,123,26,355,115,151,66,36,35,30,58,141,30,123,36,4,260,122,386,646,24,314,233,51,249,117,34,175,13,32,47,58
K01754,1494,2126,1150,1447,1277,1339,1290,1449,2597,974,1284,876,606,1200,3490,1786,1086,1021,1150,1357,1357,892,839,1214,1451,1544,1235,1168,924,1101,1042,1023,855,1199
K01755,1847,2508,1590,1881,2307,1139,2132,2172,2780,1615,1923,1481,995,2006,3739,2390,1436,974,1936,2042,1213,831,1653,1549,1566,2006,1408,1841,2316,1684,1669,1153,1381,1908
K01756,1086,1381,957,1825,892,870,1626,1817,2008,1046,1265,988,963,1179,2105,1536,923,725,1617,1446,735,821,1240,1250,1248,1467,1084,1373,1347,1422,1133,884,1517,1195
K01758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
K01759,587,156,160,598,463,332,198,564,277,136,216,91,204,171,109,219,115,172,340,537,218,266,252,179,281,274,231,143,244,285,251,131,328,321
K01760,0,0,0,0,0,8,0,3,2,0,0,0,16,0,3,8,0,3,2,31,0,0,0,68,64,49,1,0,0,0,0,0,19,0
K01761,83,10,6,0,0,13,41,20,13,5,1,0,0,1,0,17,15,6,162,1,1,0,0,18,29,17,57,21,7,82,0,23,29,0
K01764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01766,663,0,0,0,0,100,0,0,4,0,0,0,0,26,0,0,0,0,3,15,104,327,0,43,25,0,1,1,14,1,0,0,0,0
K01767,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0
K01768,0,0,0,0,2,67,10,0,54,2,83,0,0,0,0,0,0,1,8,0,0,0,6,0,18,0,17,9,7,32,1,1,0,0
K01770,1083,307,506,1309,941,518,1059,825,609,475,576,377,482,770,633,847,458,242,825,395,463,258,914,281,495,711,561,739,267,759,489,417,653,806
K01771,3,156,73,50,744,145,503,228,68,225,195,117,0,44,253,146,41,33,306,28,42,22,86,85,202,133,119,185,42,142,26,37,160,68
K01772,938,27,35,110,23,360,40,121,163,23,31,13,122,152,53,28,50,19,133,330,268,425,47,201,145,74,191,52,42,57,124,90,37,110
K01774,213,3,0,1,0,312,0,0,19,2,3,0,0,52,0,0,0,0,5,3,191,160,0,40,10,0,136,0,7,8,1,0,0,0
K01775,3428,3174,1815,1638,2051,1787,2644,2471,3509,1120,2025,1326,722,2332,4710,2773,1528,1337,2656,1942,1646,3038,1697,2207,2231,2285,1855,2222,2766,2095,2296,2150,1403,1592
K01776,1344,2316,1261,2296,1591,1219,2188,2198,2824,1623,1574,1198,1640,1711,3823,2336,1240,797,2024,1873,1147,2467,1550,1184,1103,2071,1272,1664,1609,1725,1410,1040,1457,1902
K01777,26,0,0,123,0,1,15,13,5,2,5,1,93,7,17,4,1,9,8,17,4,8,0,10,117,26,24,3,3,6,8,4,11,46
K01778,2417,3200,1403,2329,1673,1521,2224,2550,4193,1422,1661,1217,1268,1833,4246,2228,1347,1040,1823,1175,1423,970,1073,1618,1414,2316,1551,1730,2216,1880,1572,1174,1640,2168
K01779,216,914,731,414,476,444,422,502,378,181,635,508,60,329,2142,652,493,325,1041,586,390,289,198,285,442,605,580,717,690,388,469,229,177,45
K01780,68,25,65,0,0,66,130,80,89,31,12,1,0,1,17,51,0,44,15,8,13,0,14,15,89,2,19,67,32,136,0,27,2,0
K01782,11,0,0,0,0,4,0,0,4,0,0,0,0,54,0,0,0,0,0,1,183,165,0,25,2,0,0,0,0,0,0,0,0,0
K01783,1444,1689,1027,1545,1673,1263,1356,1427,1225,950,1190,866,569,1279,1890,1481,883,837,1256,1407,906,2197,1240,1023,984,1324,1047,1223,860,1264,1040,1118,1012,1363
K01784,1899,2587,1662,1888,2226,1073,2482,2192,3126,982,1480,1126,1097,1736,3652,1840,1195,1168,2042,1564,1280,594,986,1744,1217,1810,1204,1759,1819,1402,1720,2063,1316,2164
K01785,3259,2668,2085,2737,2106,2432,2393,2087,3028,3369,2708,2299,1362,2059,4932,3740,1897,1398,2374,2085,1837,3199,2146,2419,1717,2851,1985,2160,2377,2134,1661,1284,1600,1793
K01787,218,64,29,78,85,62,47,84,172,156,170,163,13,13,3,134,7,210,121,40,4,15,109,131,128,156,184,14,148,293,74,126,119,26
K01788,1150,182,295,1183,693,668,518,1303,566,400,601,363,676,588,1184,1080,415,44,781,759,627,702,663,288,661,633,610,888,829,404,347,113,230,1038
K01790,913,389,357,1279,516,581,829,1001,383,945,922,488,755,674,471,1038,648,335,266,492,309,188,408,209,565,466,398,581,361,677,398,426,720,1517
K01791,285,134,121,92,93,355,381,200,238,270,65,46,99,175,429,180,66,139,306,485,230,373,581,324,269,408,513,313,190,352,130,188,264,355
K01792,864,523,240,28,75,268,31,29,1063,106,138,128,0,152,513,95,185,288,197,154,347,323,107,926,243,556,238,100,187,91,145,567,12,18
K01793,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,2,0,0,0,0
K01795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01796,0,0,1,0,4,0,18,0,0,0,0,0,0,1,0,2,0,14,8,0,0,0,234,5,18,0,11,1,12,29,0,0,0,1
K01798,0,0,0,0,9,95,47,12,4,202,78,142,0,0,0,163,4,116,3,2,1,1,89,3,36,0,58,4,7,175,4,8,6,0
K01799,0,1,0,0,0,3,1,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,7,0,64,0,1,0,0
K01800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01801,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,13,0,1,20,0,212,0,6,23,0,0,0,0,7,0,0,0,0
K01802,458,2551,779,32,129,200,82,246,2525,687,521,827,97,288,2492,591,727,851,1050,372,596,268,84,519,122,1396,495,523,337,680,1000,268,38,36
K01803,1943,1555,1550,2641,2468,1349,3022,2657,2861,1993,1845,1166,1232,1530,2173,2035,1078,839,1988,2066,1047,1531,2588,1904,1827,2288,1599,1915,2649,2143,1182,1639,1925,2823
K01804,1287,2974,1180,2254,914,972,900,1510,2260,1445,1124,1358,1473,1350,3907,1072,1219,944,1098,730,1282,801,518,781,434,1784,912,1169,1076,712,1611,513,1077,1612
K01805,946,1800,627,2,135,558,83,346,2611,647,430,709,46,341,1606,518,455,689,401,187,602,547,99,669,138,1177,431,463,164,275,644,273,42,28
K01807,759,2377,737,232,191,511,407,229,2967,388,352,523,101,424,1978,462,664,504,688,736,836,1707,186,812,226,1192,504,400,904,182,1024,342,126,250
K01808,1428,674,721,1694,1627,893,1701,1493,870,1000,1351,654,812,885,2591,1519,758,486,1377,668,608,425,1362,800,1027,1532,984,1035,1426,1372,615,1015,959,1173
K01809,1351,411,725,1282,891,891,1236,1810,735,1095,1017,719,1607,711,1586,1480,558,516,715,1695,730,2413,1810,849,1145,948,704,1092,2003,996,723,733,546,943
K01810,1714,3518,1977,2342,1554,1158,1980,2320,4171,1329,1639,1309,1270,1779,5032,1698,1413,1208,2053,1622,1582,2978,985,1519,989,2294,1238,1850,1408,1322,2000,1303,968,1821
K01811,394,252,6,548,173,483,214,426,86,807,89,228,414,436,218,123,165,211,59,166,245,156,162,62,145,125,330,88,151,300,98,150,260,714
K01812,942,201,311,840,552,794,917,744,571,1075,997,691,306,523,800,1302,661,348,572,723,514,503,776,309,690,497,626,911,957,749,166,347,336,308
K01813,102,80,62,100,12,437,109,75,77,69,85,72,58,103,53,47,70,89,164,47,37,389,40,214,122,54,274,38,66,280,13,85,139,3
K01814,451,306,427,1238,896,382,1068,1005,458,657,687,401,560,774,383,687,423,262,457,497,277,1955,605,501,461,559,400,522,707,708,460,236,791,1017
K01815,763,23,88,169,125,610,441,273,139,940,560,509,10,172,445,644,233,427,43,288,290,205,160,120,248,170,241,372,612,402,82,77,129,9
K01816,974,1,0,13,15,1125,5,5,28,11,23,2,7,99,5,23,21,14,11,22,353,348,10,59,11,1,425,9,25,17,0,29,31,1
K01817,86,65,143,543,259,202,336,466,162,361,294,221,260,456,114,385,226,125,130,277,121,1583,59,31,194,254,67,335,72,181,234,173,551,623
K01818,1533,408,221,1108,483,749,399,1021,270,668,495,359,934,610,583,285,350,497,904,268,488,409,433,1206,564,807,645,575,602,475,115,699,823,953
K01819,10,37,56,146,100,41,10,273,30,5,27,25,157,23,95,35,4,3,49,110,349,3172,326,0,504,28,52,29,0,2,42,39,6,2
K01820,1,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,2,0,3
K01821,557,86,34,38,3,45,106,130,128,5,42,11,0,69,2,26,12,42,128,127,193,499,120,312,279,11,113,32,15,78,88,53,130,52
K01823,1043,207,311,876,424,531,697,691,239,567,559,321,160,420,1949,557,428,167,636,418,503,414,335,643,414,621,234,653,1125,429,185,301,598,67
K01825,762,1,0,1,0,216,0,0,37,1,2,0,0,65,0,0,0,2,16,24,272,153,0,87,2,0,140,1,12,7,0,0,0,0
K01826,774,1,0,0,0,1,0,0,0,0,0,0,0,80,0,0,0,0,10,26,251,208,0,21,33,17,0,4,22,0,0,0,0,0
K01829,111,0,3,2,0,0,14,1,11,0,13,2,0,4,0,0,0,59,2,0,2,0,48,348,114,65,22,0,32,4,0,130,0,0
K01834,779,2015,740,36,93,585,138,370,1695,759,577,629,60,463,2677,622,576,1246,834,863,766,1302,797,1257,499,932,534,450,229,362,1015,551,40,219
K01835,670,588,887,1010,1227,443,1592,818,1311,552,576,250,958,487,576,722,277,235,935,275,312,1428,454,530,438,680,501,626,1229,796,479,502,477,505
K01836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01838,60,25,79,86,182,253,328,123,143,69,50,113,22,226,269,83,129,31,200,49,312,193,245,229,213,125,269,194,188,197,39,71,80,221
K01839,2601,428,689,2262,792,1171,916,1429,599,781,957,545,1636,1153,982,1071,791,107,808,1212,953,2163,261,579,517,1107,845,728,1186,656,427,380,1517,1769
K01840,777,4,27,5,1,254,29,18,37,0,5,0,5,6,1,16,1,6,12,7,14,3,0,9,28,0,1,48,26,43,9,28,0,0
K01841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01843,56,7,19,2,16,56,34,10,90,13,25,2,0,4,0,58,2,38,313,6,4,5,198,64,176,70,257,28,94,138,0,146,32,32
K01844,11,3,0,2,20,6,10,18,13,2,8,4,0,5,0,38,6,18,201,5,0,1,5,15,120,1,117,5,11,67,0,4,6,24
K01845,1150,129,235,608,1334,537,793,1059,398,171,473,182,266,735,102,298,197,339,250,255,432,335,409,947,756,514,525,397,254,338,361,651,518,863
K01846,20,6,6,0,1,11,12,5,12,0,15,0,0,0,0,48,0,0,182,0,0,145,1,26,68,1,76,5,14,62,0,28,23,0
K01847,963,1,18,11,14,190,87,82,66,335,175,199,0,86,2,139,24,402,80,62,235,213,219,581,407,126,153,3,114,106,2,414,7,3
K01848,5,0,4,2,0,1,0,36,7,0,2,5,0,1,2,23,4,21,5,29,2,9,2,0,175,0,23,0,1,24,0,0,0,0
K01849,7,0,1,1,0,8,0,77,21,0,3,3,0,0,2,15,5,41,16,4,0,15,10,2,220,0,61,0,3,19,2,0,0,1
K01850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01854,301,3382,1831,1837,1246,663,1214,2024,2548,1284,1633,1171,764,1572,3636,1722,1410,1180,1559,1093,978,493,835,718,679,1441,786,1448,950,1086,1724,650,1367,1950
K01855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01856,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,167,0,3,2,0,0,0,0,0,0,0,0,0
K01857,0,0,0,0,0,4,1,0,0,0,7,0,0,0,0,0,0,0,6,26,0,201,6,103,1,0,0,0,1,0,0,0,0,0
K01858,5,1406,343,1,13,177,111,87,1675,545,252,412,17,186,1481,362,309,492,269,13,328,87,193,53,102,732,212,283,242,111,670,26,87,23
K01866,1527,2892,1769,2294,2193,1342,2934,2463,2803,1659,1950,1483,838,1809,3098,2519,1325,1276,2274,1934,1220,2823,1776,2138,1763,2046,1696,1960,2065,2191,1587,1857,1602,1796
K01867,1729,2977,1642,1672,1897,1256,2426,1798,3519,1375,1700,1325,862,1939,4042,2254,1351,1081,1800,1744,1145,910,1399,2569,1555,2455,1362,2007,2599,1802,1731,1725,1096,1450
K01868,1872,2478,1648,2173,2451,1361,3099,3036,3754,1742,2022,1371,1091,1549,2934,2411,1346,1120,2350,2089,1060,2260,1840,2196,1617,2327,1733,2136,2434,2184,1569,1861,2070,1762
K01869,1643,2556,1431,1751,1714,1162,2718,2203,2835,1300,1731,1279,848,1466,3397,2079,1130,1081,2019,1758,1220,2761,1362,1546,1279,1838,1343,1616,2176,1811,1511,1503,1370,1748
K01870,925,1956,1047,2402,1493,981,2380,1722,2287,1129,1326,917,1419,1098,2003,1521,1004,515,1815,1307,822,2352,1369,1198,1272,1572,1189,1374,1867,1542,863,930,1372,1694
K01872,2367,3496,1907,2808,2546,1696,2865,2964,3826,1855,2278,1664,1260,2145,4423,2818,1560,1307,2932,2466,1389,2114,1872,2724,2160,3049,2009,2221,2508,2217,2135,2220,2216,2574
K01873,1341,1056,828,1594,1568,893,2026,1736,2396,1113,1162,664,851,1045,1385,1353,723,703,1159,1252,847,2037,1022,1195,1114,1263,902,1226,1854,1348,738,1057,1143,1310
K01874,2065,3794,2227,3433,2687,1415,3419,3196,3881,2052,2223,1799,1733,2166,4472,2422,1718,1469,2941,2184,1476,2659,2275,2464,1547,2777,1798,2422,2711,2322,2201,2039,1934,2698
K01875,1994,4097,2435,4124,3198,1916,4239,3995,4340,2421,2656,2129,2344,2273,6000,3382,2220,1641,3126,2652,1728,2541,1680,2506,2101,3051,2033,3045,2617,2594,2606,2067,2609,3042
K01876,2117,2344,1416,2155,3200,1502,3380,2416,4202,1424,1924,1007,848,2302,2108,1683,1126,797,1850,2100,1376,2460,1545,2206,1757,2644,1507,2159,2822,1945,1625,2224,1751,2045
K01878,823,21,30,100,18,461,29,52,100,19,12,2,86,101,18,32,25,61,78,153,300,475,140,233,149,21,272,13,27,64,12,67,9,37
K01879,605,39,91,167,75,295,49,162,172,23,40,28,134,107,551,88,51,60,242,240,310,1961,468,230,180,82,300,170,36,86,137,82,27,87
K01880,512,2332,1226,2048,2116,806,2999,2063,2687,1393,1588,1070,783,951,2771,1859,1162,855,1600,1017,734,286,1012,1423,974,1596,948,1507,1773,1817,1088,1400,1498,1585
K01881,1832,2710,1619,2519,1469,1201,2284,2300,3624,1411,1783,1344,1115,1719,3493,2013,1419,1095,2134,1838,1366,1539,1470,2536,1520,2204,1527,1990,2162,1782,1755,1458,1386,1958
K01883,998,2378,1210,1460,1658,756,2037,1544,2638,981,1338,1004,791,1177,3369,1436,911,832,1548,1266,887,615,1018,1368,1083,1083,1078,1256,1757,1479,1560,916,833,1231
K01884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
K01885,1079,2843,1403,1649,2240,850,2719,1860,3651,1391,1758,1166,873,1313,3984,2147,1257,1030,2014,1715,1072,2396,1960,1240,1147,1858,1221,1910,2018,1735,1568,1151,1091,1307
K01886,700,310,508,888,985,622,1366,1024,423,611,775,475,461,765,539,946,470,255,760,459,367,339,583,578,846,685,681,923,1010,1040,358,454,850,993
K01887,1477,2825,1702,1881,2241,1323,2744,2120,3818,1492,1756,1216,972,1701,4362,2218,1474,1185,2508,1887,1470,2664,1499,1999,1640,2346,1647,2040,2869,2017,2134,1695,1441,1823
K01889,1934,2740,1394,1958,1822,1256,2362,1825,3315,1418,1560,1179,773,1332,3128,2204,1239,944,2062,1714,1070,2150,1474,1888,1567,2101,1559,1434,2232,1756,1416,1391,1293,1492
K01890,1963,2703,1617,2028,2148,1467,2645,2299,3701,1350,1883,1293,1039,1608,3567,2372,1262,1057,2419,1849,1176,1715,1878,1916,1723,2171,1564,1856,2366,2014,1663,1829,1457,1736
K01892,712,954,780,1129,1551,912,1836,1078,1807,798,1084,623,538,1013,1065,1285,582,530,1183,1255,634,1171,1297,1357,1021,986,900,951,1667,1334,828,1013,694,1063
K01893,1467,610,651,2140,965,722,1585,1643,1473,1108,867,699,1158,680,1387,1097,607,447,1019,739,512,506,1100,1181,829,1142,920,831,1383,939,407,900,1030,1493
K01894,943,1953,738,70,192,407,264,158,1687,165,394,422,118,377,2347,500,490,482,623,287,627,625,206,726,288,908,469,425,902,266,922,421,75,68
K01895,719,3,1,3,6,148,0,7,53,1,1,1,16,68,3,0,21,5,26,52,213,276,1,115,53,8,90,1,22,9,6,13,8,3
K01897,109,2577,1044,2,534,312,152,168,2652,312,590,749,125,300,2908,849,838,780,1294,518,644,288,109,516,84,812,629,432,459,480,1148,576,19,134
K01899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01900,22,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,263,35,7,1,0,11,1,0,0,0,0
K01902,811,597,218,16,33,588,92,42,203,36,198,208,48,139,719,139,137,295,293,147,306,382,147,701,380,172,363,75,160,151,348,367,125,30
K01903,48,11,7,6,0,441,7,25,42,8,2,16,3,22,2,4,4,17,55,49,82,131,35,17,61,25,197,9,18,26,17,1,75,2
K01906,0,18,7,13,0,0,3,69,3,8,9,18,0,0,11,43,1,2,8,44,10,16,23,2,41,1,1,3,8,59,2,0,25,1
K01907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01908,3,0,0,1,0,67,0,0,8,0,0,0,0,8,0,0,19,0,4,5,8,37,0,89,7,0,56,0,0,0,0,0,0,0
K01910,602,88,78,117,80,320,128,104,144,40,65,18,26,68,18,143,59,36,255,138,213,172,38,286,450,110,443,79,115,186,18,320,37,11
