gene_id,SRR9654972,SRR9654980,SRR9654983,SRR9654984,SRR9654985,SRR9654987,SRR9654988,SRR9654989,SRR9654990,SRR9654993,SRR9654994,SRR9654995,SRR9654996,SRR9654997,SRR9654998,SRR9655000,SRR9655004,SRR9655005,SRR9655008,SRR9655009,SRR9655010,SRR9655012,SRR9655013,SRR9655014,SRR9655015,SRR9655018,SRR9655019,SRR9655020,SRR9655021,SRR9655022,SRR9655023,SRR9655025,SRR9655029,SRR9655030
K01911,570,25,19,16,17,55,22,66,70,5,20,23,43,108,34,8,48,3,58,97,223,257,45,92,87,8,73,28,22,30,34,51,15,9
K01912,844,350,246,318,652,333,594,827,737,593,521,361,273,113,186,569,142,696,731,178,340,88,1594,439,856,664,568,135,379,617,417,454,818,259
K01914,1191,347,489,1280,630,888,922,1331,560,886,705,546,690,660,1095,1075,539,194,556,1004,692,2055,549,539,578,720,799,748,710,858,227,286,823,1207
K01915,3033,5124,3230,4897,3123,2194,3409,4575,4283,2994,3290,2837,2460,2870,7180,3720,2710,1987,4101,3296,2122,3115,3082,3382,3082,4151,2792,3228,3508,3465,2746,2388,3433,3926
K01916,530,27,1,15,0,248,58,86,56,0,0,0,21,122,6,4,0,22,52,400,175,1861,66,186,148,28,59,7,12,32,101,54,48,161
K01918,939,344,507,1407,1130,723,1367,903,367,776,605,520,705,675,297,536,425,374,638,336,486,580,679,718,504,454,631,306,171,872,327,173,752,773
K01919,639,1180,562,63,105,396,126,342,1410,152,399,369,82,364,1719,416,474,398,620,606,630,2472,89,402,203,724,277,387,597,221,745,240,79,243
K01920,702,4,0,1,0,483,0,1,27,2,2,1,0,65,2,1,32,1,11,45,240,300,0,99,70,8,236,2,16,12,0,0,0,0
K01921,2676,3219,1730,2313,2302,1848,2663,2441,3863,1459,1938,1460,1145,1924,4518,2402,1619,1453,2425,1842,1603,2533,2189,2547,1830,2656,1731,2082,2665,2047,1971,1977,1523,2229
K01922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01923,721,1542,1133,1627,1055,810,1123,1623,2041,1180,1241,1011,743,1067,1951,1484,943,687,1473,978,818,2574,842,734,815,1365,904,1180,520,1232,1171,544,1036,1010
K01924,1547,2352,967,1374,1400,894,1737,1581,1791,637,1029,723,738,979,3061,1314,750,652,1515,1426,860,2334,1174,1278,935,1249,1240,1089,1661,1527,1099,765,832,1352
K01925,1166,1792,825,1306,844,527,1053,1206,2442,622,819,641,537,927,1766,952,609,553,1377,966,780,1023,892,1116,765,1091,731,863,1185,1108,778,1231,841,1234
K01926,344,232,612,1182,1573,648,1243,1508,653,938,990,655,493,974,956,1316,565,400,900,1060,318,335,614,617,1022,769,713,872,1035,960,480,603,850,1433
K01928,1078,694,560,1056,1495,881,1480,1094,1492,589,945,458,381,859,667,1032,483,526,1021,449,506,277,1146,1108,1012,845,841,993,2065,1238,384,1256,836,1053
K01929,1501,1808,907,1163,1505,1013,1552,1501,2594,966,1219,914,823,1269,2423,1426,778,621,1415,870,928,707,1364,1131,1071,1062,1015,1111,1851,1374,1081,788,747,987
K01930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01932,6,13,30,0,2,8,34,1,28,0,0,0,0,0,0,1,0,20,83,23,7,0,1,29,149,0,70,1,107,44,9,2,30,2
K01933,1337,2836,1505,2493,1823,1018,2188,2326,2293,1140,1589,1300,1125,1628,4467,1850,1304,813,2096,2158,1264,2302,1597,1482,1403,2025,1269,1779,1287,1572,2027,1106,1594,1932
K01934,1455,2040,1151,1227,1111,962,1526,1276,2212,1124,1332,1020,448,1146,3815,1872,1128,919,1660,1647,1066,2553,1377,1468,1081,1785,1049,1291,1369,1358,1240,852,1010,1013
K01935,1369,149,45,290,42,628,121,437,82,261,104,169,240,272,48,74,68,400,103,207,488,623,89,402,406,174,366,84,100,60,40,400,144,639
K01937,2137,3056,1768,2304,2316,1551,3021,2565,3971,1676,2065,1499,1075,1840,3925,2457,1667,1159,2167,2300,1481,1225,1669,2150,1754,2428,1567,2017,2638,1903,1891,1719,1471,2083
K01938,164,405,351,579,663,292,898,578,747,189,367,184,155,490,387,421,196,167,431,455,108,69,638,345,760,284,379,417,482,482,230,401,282,603
K01939,2166,3738,2438,2355,1481,1931,2746,2701,5137,2036,2667,2010,1219,2242,5759,3247,2062,1560,3046,2608,1534,1255,2048,2263,2270,3530,1973,2848,1569,2248,2368,1667,1800,2244
K01940,1859,2494,1601,2664,3149,1214,3289,2856,3110,1881,2068,1655,1332,1964,3652,2621,1645,1036,1834,2638,1414,2612,2102,1388,1463,2227,1221,2204,1962,1862,1611,1180,1764,2644
K01941,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,0
K01942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01945,2689,2523,1651,1903,2037,1491,2515,2389,3253,1622,1765,1346,1103,1596,4571,2365,1387,1240,2399,2495,1487,3084,2043,1821,1472,2431,1571,1892,1644,1837,1878,1177,1599,1852
K01949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01950,159,137,376,671,868,209,790,515,280,299,430,238,324,457,386,478,217,149,359,338,135,93,681,91,544,354,248,458,207,585,322,238,470,450
K01951,2630,6220,3170,3428,2509,1641,2953,3325,4167,2304,2523,2472,2019,2275,6829,2949,2163,2119,3675,2219,1850,2550,2833,2934,2479,3719,2377,2496,2443,2532,3543,2311,2351,2862
K01952,1183,296,543,788,900,986,941,991,903,587,594,388,396,750,1107,799,439,338,746,637,636,2638,936,367,418,682,864,694,459,756,418,427,523,753
K01953,1372,1847,1207,2040,2298,1146,2963,1885,2083,1765,2427,1279,544,1852,4231,2475,1390,626,1446,1053,758,754,1352,890,1477,2198,933,2737,4225,1450,1101,907,2092,1663
K01955,260,247,283,632,405,201,581,273,363,161,286,87,210,105,242,195,143,284,157,206,86,133,166,358,456,485,258,94,79,301,141,458,257,252
K01956,1050,509,603,694,1047,484,935,590,1573,389,711,304,407,350,1164,695,533,271,501,583,439,417,605,526,443,878,525,461,384,639,384,300,510,441
K01958,16,31,56,233,75,52,57,260,120,54,41,19,13,10,11,88,47,57,206,81,26,27,213,102,190,180,90,17,129,124,128,14,69,73
K01959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01960,2,43,0,0,0,2,91,0,52,0,0,0,0,0,1,0,0,5,24,0,3,0,110,47,88,0,43,4,0,27,48,22,96,22
K01961,764,142,113,586,365,470,195,946,285,204,189,198,188,535,118,154,212,112,293,226,433,2116,117,219,193,366,405,161,156,118,224,271,306,586
K01962,888,335,271,606,718,679,694,697,488,395,717,310,233,741,624,732,370,130,520,578,525,682,249,214,319,499,471,621,630,379,407,314,480,428
K01963,800,207,349,458,683,372,700,661,336,446,628,327,96,612,532,668,361,100,355,644,521,329,215,270,297,535,179,521,623,309,294,344,470,491
K01965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01966,3,2,2,0,1,41,7,5,23,58,37,42,0,1,0,55,0,59,2,2,0,0,23,0,5,0,41,1,1,165,1,3,2,0
K01968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K01971,15,57,3,23,30,6,2,37,41,0,0,0,65,28,1,1,7,11,51,10,2,11,7,16,56,20,27,0,34,133,30,33,68,14
K01972,2213,3640,1687,3096,2183,1317,2587,2324,3782,1663,1945,1386,1076,1776,4237,2389,1356,1614,2939,2053,1279,942,1641,2246,1731,2480,2245,1835,2574,2062,1962,2401,1493,4285
K01974,897,4,0,1,0,283,0,1,12,1,3,1,0,61,0,0,0,1,18,62,311,236,0,117,11,0,1,2,18,21,0,0,1,0
K01975,889,112,19,147,66,416,212,67,278,21,28,8,120,101,61,70,54,100,455,88,320,464,1077,324,462,96,581,63,413,394,169,186,246,144
K01989,767,881,1259,2836,2006,680,2185,2514,1156,1283,1691,862,1145,1557,1804,2114,1121,107,1616,2011,634,1818,712,779,1222,1554,865,1839,1513,1530,747,565,1620,2203
K01990,1822,2476,1267,4152,2930,1112,2795,3356,2746,1122,1581,1096,1221,2168,1532,1982,1034,495,1878,1640,788,700,3343,2432,2286,2774,1640,1482,3143,1504,1202,2307,2372,2840
K01991,1258,4,4,13,29,776,62,74,187,962,321,624,0,196,0,356,23,1298,34,16,385,304,474,608,254,96,512,22,89,489,25,728,19,5
K01992,2477,1384,300,226,637,1291,1698,498,1909,658,563,541,129,375,741,1021,291,947,907,430,913,575,712,2036,1038,561,1006,878,2300,993,692,1672,477,436
K01993,509,8,1,1,8,130,37,25,56,232,96,107,0,41,1,170,33,380,32,65,152,644,87,96,76,6,38,7,25,259,4,416,4,2
K01994,6,18,2,3,5,0,154,2,4,3,2,0,1,8,3,0,4,0,19,1,1,0,0,258,0,14,2,15,0,89,8,38,2,1
K01995,1238,2382,1142,749,545,779,880,1301,1873,389,888,954,364,877,3055,1338,869,671,1595,1092,766,2499,1555,869,1450,1412,1212,1178,1773,1245,1427,498,883,1002
K01996,1243,2221,1045,826,439,807,775,1314,1732,397,922,929,598,821,2177,1141,680,535,1653,1010,784,2704,1305,802,1022,964,1057,1007,1007,1119,1373,330,893,1114
K01997,990,2627,1251,707,626,511,840,1191,666,363,945,1104,427,620,3488,1388,869,625,1675,585,445,2399,1104,1001,1109,1090,990,958,1243,1041,1590,453,1042,752
K01998,1097,1486,772,694,506,573,650,939,1716,335,707,752,437,584,1740,1107,635,330,1120,1085,675,2417,1196,755,1243,1319,1056,806,1147,950,945,473,762,776
K01999,1720,2909,1189,887,676,1046,723,1613,1826,375,932,1090,575,916,3029,1309,778,720,1840,1182,1058,2660,1630,904,1332,1377,1254,1050,1319,1119,1612,447,993,1038
K02000,58,2,0,2,11,226,1,38,14,79,36,54,0,5,0,2,5,97,13,26,21,289,15,25,53,4,148,1,1,15,5,22,2,1
K02001,422,3,1,0,5,331,1,36,21,77,41,57,0,42,1,18,7,110,16,61,124,415,11,80,97,6,156,1,7,29,9,29,3,1
K02002,612,1,0,0,9,368,2,107,26,103,54,133,0,66,0,19,8,155,16,38,235,382,20,121,44,24,163,0,13,33,9,20,8,0
K02003,4055,9132,4902,8401,7372,3886,8856,11012,9881,5211,7143,4729,6023,6543,14168,8887,5282,3676,6872,5205,3964,2939,4716,5089,3523,8272,4125,5234,4828,5950,5220,4483,6092,8861
K02004,4584,14186,9053,14639,11177,5692,13237,18735,16828,11514,11245,9208,8467,10954,23411,13483,8903,6285,10202,8498,5936,11616,5218,6320,4753,11511,5487,8319,8946,8176,8907,5598,9513,17954
K02005,331,101,165,288,142,199,293,258,283,415,391,369,143,78,659,673,236,472,439,327,73,36,672,330,637,466,263,338,727,536,53,394,144,65
K02006,137,74,12,183,49,16,184,212,106,9,20,10,6,31,23,38,7,17,92,30,7,226,219,587,347,236,149,21,194,59,160,140,266,61
K02007,359,257,142,738,239,50,480,583,516,114,119,155,158,331,461,124,72,327,502,236,59,275,581,727,841,686,420,213,747,214,404,625,474,775
K02008,364,63,39,232,121,36,235,200,168,39,45,33,9,61,18,94,18,315,92,44,17,251,319,612,568,280,215,30,650,101,160,512,294,85
K02009,48,32,26,178,58,20,112,283,93,28,22,18,12,27,17,41,18,19,86,31,10,27,97,56,128,122,73,16,23,37,136,45,182,49
K02010,10,0,2,1,21,5,13,14,5,9,14,50,2,17,18,30,49,6,13,13,1,2,6,133,23,19,3,9,37,21,0,10,0,2
K02011,35,101,120,151,33,52,210,163,191,38,66,78,21,96,12,61,38,283,264,90,36,585,98,142,537,60,241,105,112,234,189,612,36,65
K02012,22,91,81,111,35,61,189,152,126,15,91,74,44,21,26,108,43,62,330,51,32,452,196,123,396,24,219,155,227,291,67,232,103,4
K02013,1408,539,725,1468,799,1841,1208,1871,1103,1032,1071,514,1085,893,1602,1327,545,803,1370,729,614,3006,2489,906,2182,1140,1815,910,1684,1720,455,1055,674,1720
K02014,1484,16,21,9,28,2307,155,638,172,1132,452,569,0,169,8,857,49,1018,97,201,230,1731,456,551,614,158,1133,29,124,1285,22,24,66,3
K02015,165,98,129,443,273,672,203,739,268,76,148,46,557,400,79,239,102,102,432,242,55,761,906,154,694,172,791,157,329,479,204,245,249,804
K02016,132,160,132,724,455,185,375,1191,317,214,485,83,933,485,671,304,284,124,366,471,138,526,1013,252,770,307,455,362,716,436,216,278,488,1757
K02017,735,2,1,7,14,420,113,128,77,122,133,108,4,216,67,392,63,0,15,190,249,365,9,107,71,17,141,108,11,150,6,1,89,1
K02018,714,299,310,768,292,356,436,522,417,255,270,201,536,260,242,334,241,77,415,349,257,365,235,162,266,454,384,320,248,224,237,143,322,500
K02019,939,342,266,502,239,951,714,471,716,254,452,106,443,217,1175,551,370,183,763,309,459,702,832,584,914,611,915,577,1245,710,280,473,455,620
K02020,1569,340,436,1361,474,746,528,1285,573,453,424,372,1223,645,585,687,513,99,690,499,560,973,246,339,569,500,608,578,340,372,341,156,708,1247
K02024,212,0,0,0,0,327,0,0,17,0,1,0,0,39,0,0,10,0,3,9,127,474,0,53,43,0,126,0,4,6,0,0,0,0
K02025,1058,1893,1029,4082,1254,542,824,2314,4309,888,890,738,1913,1786,1242,750,1059,507,1297,632,902,687,707,694,730,2022,1046,1281,2252,579,918,384,1474,2615
K02026,893,2189,930,2623,998,493,767,1063,4548,792,972,1037,863,1116,2773,1094,1374,613,1299,756,1140,449,380,948,637,1983,953,1403,2135,682,1853,590,993,1501
K02027,493,1970,1378,2973,997,199,570,1470,2852,647,697,882,1565,1183,2263,839,1234,485,1159,737,816,265,456,1054,561,1863,831,925,919,468,1167,708,951,1488
K02028,1717,2695,2086,2905,2894,1213,3111,2508,3157,1106,1860,1376,1527,1705,4628,2071,1406,1207,2815,2545,1326,3557,1935,1206,1813,1832,1702,2694,2870,1857,2067,1408,1458,2126
K02029,1226,3636,2120,2976,3658,1211,3109,3123,3129,1100,1939,1485,1656,2153,4135,2146,1551,1038,2673,3185,1346,4253,1865,2100,1623,2535,1523,2591,2220,1913,2436,1224,1752,2947
K02030,3616,8823,4474,6184,4183,2886,4912,6956,9924,3062,4142,3622,4440,4664,11581,5072,3970,2409,5232,7659,3321,13858,5438,3467,3221,6612,3461,5846,6502,3473,5914,2297,3010,8072
K02031,2579,2094,1422,1980,736,854,1052,1262,2031,858,1232,1052,1376,1173,4736,1188,1131,948,2079,996,1117,1428,2017,1993,2106,1770,1953,1137,1302,1171,1248,1431,1011,1413
K02032,1517,1250,1066,2678,858,702,1326,1912,1261,846,1296,734,1048,1227,3822,1313,975,460,2024,1036,766,595,1703,1467,2368,1464,1856,1351,1699,1242,701,1464,1140,2290
K02033,1440,3260,1313,2268,1466,1130,1081,1769,3586,892,1168,1089,1270,1250,4363,1517,1215,905,2612,1116,1131,1746,2044,1309,2187,2674,2171,1244,1949,1092,1781,1842,2158,2008
K02034,1924,1835,1166,2064,2015,1016,1005,2157,1302,839,1076,843,1735,1088,3557,1403,996,634,2099,1215,803,1579,1852,1231,2150,1835,1913,1149,1274,957,1151,1989,2689,2616
K02035,1208,2113,1007,1983,1681,677,877,2024,2529,576,573,567,1674,929,2336,881,840,442,2051,879,812,1222,1852,1139,1691,1625,1745,824,1098,735,1001,2582,2114,1656
K02036,1056,2237,1529,2232,1327,698,1848,1944,2966,1093,1283,1072,1161,1408,3642,1733,1053,845,2020,1667,811,4734,1856,1981,1784,2327,1524,1808,1556,1453,1382,1308,1433,1558
K02037,1008,1966,1116,1144,1020,729,1406,1076,2252,829,1055,918,737,1118,2894,1418,924,908,1511,1077,785,3494,1246,1291,1064,1540,1091,1230,1416,1192,1214,1104,930,927
K02038,999,1105,1075,1651,1153,959,1361,1389,2239,1003,1043,786,887,1103,2225,1178,843,579,1399,976,814,3353,1239,1400,1236,1933,1122,1181,1416,1063,851,869,981,1068
K02039,2031,1551,1264,1598,1249,1464,1643,1564,2493,1047,1181,917,771,1189,3202,1561,1060,623,1696,1358,1318,4017,1362,1598,1213,1947,1328,1298,1140,1298,1145,819,1278,1527
K02040,2383,2964,1799,2956,1530,1728,2363,2540,3243,1925,2067,1738,1579,2013,4412,2634,1808,1222,2521,1890,1408,4348,1863,1817,1734,2652,1841,2242,1744,1900,1737,1437,1506,1891
K02041,1077,70,98,245,54,580,208,72,183,30,35,13,60,167,11,94,75,61,214,109,283,550,137,320,314,56,422,98,153,277,41,100,158,198
K02042,1337,167,204,351,105,735,338,122,300,41,58,20,96,215,24,217,84,89,359,213,524,755,313,638,491,92,531,184,283,583,71,216,266,308
K02043,989,9,0,4,0,371,0,2,41,2,4,1,1,116,4,1,37,4,22,124,276,495,0,132,83,11,259,2,26,13,0,0,0,0
K02044,1100,66,120,210,58,631,169,90,147,18,37,12,44,134,11,104,48,84,170,128,335,435,160,537,270,58,312,88,162,276,32,97,163,131
K02045,896,7,331,737,397,428,492,550,150,226,346,204,341,828,157,183,228,44,55,191,322,298,18,121,30,111,142,357,115,107,207,104,176,763
K02046,809,10,300,698,692,496,582,616,152,285,314,190,358,668,174,200,248,7,74,194,398,304,36,129,22,82,202,319,116,118,234,99,382,836
K02047,855,22,236,841,715,434,712,538,134,266,308,141,339,780,132,164,214,31,51,186,354,325,28,66,13,67,157,348,115,131,240,102,428,919
K02048,0,0,0,0,0,165,0,0,18,0,0,0,0,30,0,0,0,0,2,0,2,10,0,6,5,0,141,0,0,2,0,0,0,0
K02049,33,386,80,151,140,42,281,186,156,52,150,105,41,33,343,94,125,85,386,147,90,213,401,376,239,84,122,129,115,62,172,52,175,399
K02050,1333,1947,672,1509,652,545,1814,1494,1217,363,755,539,1109,732,1399,582,535,425,2027,631,576,556,2255,1918,1226,1077,1009,795,795,1175,854,1181,950,2138
K02051,302,839,340,557,370,183,401,453,1706,178,116,176,506,193,459,174,240,61,545,232,179,106,1038,331,228,706,273,193,853,208,151,517,194,616
K02052,368,95,74,14,17,11,130,123,135,5,8,2,0,56,8,34,0,16,48,25,143,301,136,102,246,16,170,43,102,79,85,220,112,3
K02053,0,0,36,44,0,0,38,0,1,0,0,0,0,0,0,0,0,0,2,3,4,223,0,2,13,8,23,6,0,4,0,0,0,0
K02054,92,13,62,32,5,102,52,21,46,49,18,18,0,8,24,0,47,0,39,13,48,453,10,133,78,15,140,13,148,26,9,13,7,0
K02055,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,296,0,0,2,0,78,0,0,0,0,0,0,0
K02056,2,3,11,1,52,0,0,2,1,0,33,10,40,0,0,3,12,0,13,2,11,168,0,0,41,15,2,4,0,4,0,0,20,6
K02057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,5,4,0,0,0,0,25,0,0,0,0,3,0,0,0,0
K02058,5,1,29,3,0,1,0,20,5,2,4,3,80,1,4,3,0,0,15,2,1,88,0,0,5,51,0,13,1,2,1,1,3,7
K02063,29,5,0,1,0,41,2,1,15,1,1,0,1,18,8,0,0,1,22,29,114,425,5,112,36,12,23,5,0,10,16,0,0,0
K02064,655,6,0,1,0,461,1,0,38,0,1,2,0,95,1,0,31,2,14,48,264,392,0,114,58,5,213,6,16,17,0,0,0,0
K02065,898,2,14,4,8,442,54,59,62,117,155,58,0,78,1,141,16,147,14,43,245,202,86,540,124,88,231,17,83,228,4,1,2,0
K02066,1053,1,24,24,22,508,81,124,115,430,263,183,0,137,4,207,4,428,48,49,301,276,320,757,471,170,287,4,161,290,12,284,2,0
K02067,728,8,15,4,8,442,31,166,82,202,243,110,0,71,4,169,12,344,17,68,276,365,127,537,207,62,209,6,57,239,8,279,6,2
K02068,179,913,283,0,52,287,21,29,59,51,115,179,63,118,1090,173,130,218,181,67,107,281,4,262,52,73,105,91,4,47,395,43,2,8
K02069,741,1931,815,2,146,467,61,129,1193,442,390,725,112,415,2518,512,694,694,667,414,493,482,50,765,143,669,357,337,169,165,924,317,12,50
K02071,1051,1661,759,906,549,672,836,1080,3110,407,735,596,559,500,2037,1374,772,460,1297,1050,953,1127,945,705,857,1462,853,990,1242,949,1025,590,480,597
K02072,367,2359,984,1158,775,516,1027,1463,3102,685,1054,731,615,761,2710,1860,978,545,1539,1461,833,830,1036,915,854,1582,772,1093,1417,1093,1423,667,741,1134
K02073,1867,2186,1071,1300,847,1137,941,1676,2854,521,974,754,1023,907,2179,1575,808,586,1472,1692,1286,3031,1119,1027,1193,1738,1011,1090,1326,1081,1376,566,688,1150
K02074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
K02075,0,0,0,1,1,5,0,26,7,0,0,0,1,6,0,0,0,0,0,9,0,239,0,0,15,1,0,2,0,0,1,3,0,3
K02076,0,0,0,0,0,11,0,5,2,0,0,0,0,0,0,0,0,0,0,24,0,0,0,38,26,9,0,0,0,0,0,0,5,0
K02077,1,2067,666,0,90,68,35,74,2079,146,328,442,69,261,2131,371,508,556,638,274,386,344,11,641,30,909,272,350,239,122,871,176,8,35
K02078,2948,1473,1505,3685,1871,2048,3309,3853,2544,2429,2596,1532,1634,2513,2947,3023,1746,1165,2352,2558,1572,4143,2440,5418,1808,2721,1674,2507,2951,2466,1362,1857,2344,3220
K02079,446,6,0,3,0,334,0,0,38,1,3,0,0,60,0,0,14,2,16,22,254,194,0,48,50,9,279,1,7,15,0,0,0,0
K02080,803,0,0,1,0,360,0,0,25,1,2,0,0,66,0,0,0,0,7,16,282,236,0,103,8,0,156,0,13,5,0,0,0,0
K02081,693,3,0,0,0,212,16,1,19,14,55,20,0,55,0,153,3,50,13,22,256,166,21,122,62,3,65,3,24,69,1,5,8,0
K02082,800,175,141,190,92,405,86,286,261,100,56,120,175,85,415,90,61,21,288,141,445,148,605,104,141,295,336,132,14,90,82,14,78,69
K02083,207,4,0,0,0,183,0,0,9,0,0,0,0,17,0,0,0,13,10,33,59,388,15,20,65,0,73,0,4,16,8,0,41,0
K02086,111,112,205,1262,388,175,453,861,235,227,158,213,667,357,121,588,251,26,146,625,428,4973,26,354,148,431,79,291,379,269,246,115,361,952
K02099,1328,237,607,2153,1096,829,1429,1799,363,1279,1234,586,1298,810,1337,1296,886,164,443,734,842,2683,570,212,388,720,397,771,946,419,195,311,1199,1295
K02100,0,285,89,0,0,0,0,0,5,1,0,0,0,1,0,0,0,7,9,42,0,0,0,0,0,0,16,0,0,26,21,0,0,3
K02103,122,150,30,885,290,43,120,568,107,180,86,78,326,248,130,73,240,53,163,201,260,27,57,49,63,125,64,148,63,77,114,41,397,1293
K02106,982,10,20,10,10,430,8,15,127,6,9,8,0,100,0,173,8,5,152,71,310,271,67,260,393,152,531,52,30,44,1,395,21,21
K02107,26,51,23,38,67,54,157,65,85,58,40,26,78,1,53,30,45,22,48,16,20,10,150,42,151,25,116,18,112,58,75,46,414,56
K02108,989,1719,1416,2560,984,1121,989,2085,1722,1116,1256,1080,1109,1287,2418,1345,1153,714,1197,1340,985,2170,661,960,586,1627,745,1059,709,794,1154,436,925,1995
K02109,1306,2633,1886,3396,1398,1175,1904,2766,2920,1908,2006,1581,1677,1882,4637,2694,1913,968,2070,1842,1244,2123,1216,1460,1081,2551,1055,1797,1220,1685,1643,911,1369,2727
K02110,1257,1635,1395,2602,1218,1156,1527,2163,1882,1463,1488,1122,1224,1392,2768,1978,1399,635,1383,1049,934,738,686,718,626,1546,610,1243,632,1249,909,459,1202,1533
K02111,1559,2522,1799,3314,1276,1096,2283,3206,2916,1790,1977,1573,1629,1760,4011,2594,1775,1047,2010,2190,1368,2624,1285,1592,1141,2420,974,1953,1291,1709,1633,936,1382,1928
K02112,1334,1016,1456,3199,1217,933,2249,3248,2175,1821,1721,1136,1597,1601,2885,2358,1447,557,1598,1753,940,768,1104,1404,998,1980,766,1711,940,1520,978,839,1224,2086
K02113,1487,2328,1656,3163,1240,1109,1402,2528,3773,1596,1590,1427,1432,1627,3339,2048,1836,936,1811,1897,1314,2473,1148,1356,771,2465,837,1564,1046,1130,1516,794,1221,2411
K02114,1546,327,866,2845,1030,1162,1474,2538,746,1251,1289,743,1148,1581,1930,1586,1209,276,881,1299,851,2054,1003,759,729,1157,497,1014,751,847,622,423,1221,2407
K02115,1413,1712,1376,1985,771,988,1137,1844,2260,1077,1341,1101,970,1102,2839,1768,1253,714,1702,940,1017,2324,982,1044,557,1644,813,1173,303,1096,1033,449,723,1063
K02116,52,1098,417,665,179,144,172,165,102,115,305,311,297,210,1502,472,334,388,328,478,114,149,194,89,142,303,202,175,35,104,735,113,313,543
K02117,260,320,82,613,663,84,504,366,271,128,271,84,103,129,138,158,89,151,481,70,98,39,285,196,528,454,373,146,344,335,92,193,759,739
K02118,234,158,195,485,457,128,262,413,348,57,357,118,57,600,85,331,57,119,494,198,103,76,163,190,370,260,303,504,252,225,319,276,417,227
K02119,472,422,352,1722,1228,222,1094,1447,545,314,449,220,730,906,286,427,287,149,908,401,286,158,494,361,842,808,613,658,546,738,510,420,1394,1379
K02120,374,425,378,1352,1495,196,983,1168,550,300,556,215,642,865,362,457,321,160,859,376,217,134,565,348,696,627,608,927,1219,552,440,469,1475,947
K02121,227,259,74,247,402,147,440,354,207,324,235,139,136,49,66,358,41,234,593,42,95,62,541,243,617,346,374,127,396,558,132,201,508,128
K02122,554,444,382,1772,1656,258,978,1484,688,355,552,272,648,957,472,500,337,185,950,435,312,164,732,406,997,1014,744,796,1103,707,579,473,1452,998
K02123,270,398,296,897,831,254,702,789,512,381,376,278,575,733,229,465,240,248,785,278,235,118,703,270,865,715,563,614,986,605,415,371,878,704
K02124,641,467,481,1370,1651,481,1175,1508,664,703,691,405,720,1081,419,761,349,354,1069,415,349,225,756,515,1100,893,824,1023,1270,919,462,758,1456,1349
K02125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02133,0,0,0,0,0,0,0,0,1,0,41,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K02138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
