ID	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU1755	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	Lactobacillus kalixensis
OTU1756	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	Lactobacillus mulieris
OTU1757	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	Lactobacillus paragasseri
OTU1758	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	Lactobacillus porci
OTU1759	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lactobacillus	Lactobacillus ultunensis
OTU1760	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus garvieae
OTU1761	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus garvieae_B
OTU1762	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus hircilactis
OTU1763	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus lactis
OTU1764	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus lactis_E
OTU1765	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus	Lactococcus petauri
OTU1766	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus_A	Lactococcus_A piscium_C
OTU1767	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Lactococcus_A	Lactococcus_A raffinolactis
OTU1768	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lactonifactor	Lactonifactor longoviformis
OTU1769	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Lactonifactor	Lactonifactor sp009677585
OTU1770	Bacteria	 Firmicutes_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Lagierella	Lagierella massiliensis
OTU1771	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Lancefieldella	Lancefieldella parvula
OTU1772	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Lancefieldella	Lancefieldella rimae
OTU1773	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Lancefieldella	Lancefieldella sp000564995
OTU1774	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Lancefieldella	Lancefieldella sp900555335
OTU1775	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Atopobiaceae	 Lancefieldella	Lancefieldella sp902373375
OTU1776	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Aquaspirillaceae	 Laribacter	Laribacter hongkongensis
OTU1777	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Latilactobacillus	Latilactobacillus curvatus
OTU1778	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Latilactobacillus	Latilactobacillus sakei
OTU1779	Bacteria	 Actinobacteriota	 Actinomycetia	 Mycobacteriales	 Mycobacteriaceae	 Lawsonella	Lawsonella clevelandensis
OTU1780	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter asaccharolyticus
OTU1781	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp000177015
OTU1782	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp003478995
OTU1783	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp014287875
OTU1784	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900066645
OTU1785	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900066825
OTU1786	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900545895
OTU1787	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900549405
OTU1788	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900550705
OTU1789	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900553135
OTU1790	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900754605
OTU1791	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900763995
OTU1792	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900764755
OTU1793	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp900766145
OTU1794	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Lawsonibacter	Lawsonibacter sp902363045
OTU1795	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Leclercia	Leclercia adecarboxylata_C
OTU1796	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Enterobacterales	 Enterobacteriaceae	 Leminorella	Leminorella richardii
OTU1797	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus buchneri
OTU1798	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus hilgardii
OTU1799	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus kefiri
OTU1800	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus parabuchneri
OTU1801	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus parafarraginis
OTU1802	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Lentilactobacillus	Lentilactobacillus senioris
OTU1803	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Leptotrichia	Leptotrichia wadei
OTU1804	Bacteria	 Fusobacteriota	 Fusobacteriia	 Fusobacteriales	 Leptotrichiaceae	 Leptotrichia	Leptotrichia wadei_A
OTU1805	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Leuconostoc	Leuconostoc citreum
OTU1806	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Leuconostoc	Leuconostoc lactis
OTU1807	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Leuconostoc	Leuconostoc mesenteroides
OTU1808	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Leuconostoc	Leuconostoc pseudomesenteroides
OTU1809	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Levilactobacillus	Levilactobacillus brevis
OTU1810	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Levilactobacillus	Levilactobacillus namurensis
OTU1811	Bacteria	 Firmicutes_A	 Clostridia	 Tissierellales	 Peptoniphilaceae	 Levyella	Levyella massiliensis
OTU1812	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus agilis
OTU1813	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus animalis
OTU1814	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus murinus
OTU1815	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus ruminis
OTU1816	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus salivarius
OTU1817	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Ligilactobacillus	Ligilactobacillus sp900765635
OTU1818	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus antri
OTU1819	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus caviae
OTU1820	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus fermentum
OTU1821	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus ingluviei
OTU1822	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus mucosae
OTU1823	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus oris
OTU1824	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus reuteri_E
OTU1825	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus sp012843675
OTU1826	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus sp900557215
OTU1827	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus timonensis
OTU1828	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus vaginalis
OTU1829	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Limosilactobacillus	Limosilactobacillus vaginalis_A
OTU1830	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Listeriaceae	 Listeria	Listeria grayi
OTU1831	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Listeriaceae	 Listeria	Listeria innocua
OTU1832	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Listeriaceae	 Listeria	Listeria monocytogenes
OTU1833	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Lactobacillaceae	 Loigolactobacillus	Loigolactobacillus coryniformis
OTU1834	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Longibaculum	Longibaculum muris
OTU1835	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Longibaculum	Longibaculum sp900538465
OTU1836	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Longicatena	Longicatena caecimuris
OTU1837	Bacteria	 Firmicutes	 Bacilli	 Bacillales_A	 Planococcaceae	 Lysinibacillus	Lysinibacillus fusiformis_D
OTU1838	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000210
OTU1839	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 CAG-274	 	MGYG000000286
OTU1840	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	MGYG000000298
OTU1841	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 CAG-1427	MGYG000000300
OTU1842	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-95	MGYG000000325
OTU1843	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UBA5446	MGYG000000334
OTU1844	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UBA9475	MGYG000000339
OTU1845	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Oxalobacter	MGYG000000342
OTU1846	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 	MGYG000000346
OTU1847	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-485	MGYG000000348
OTU1848	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 	MGYG000000350
OTU1849	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 CAG-521	MGYG000000351
OTU1850	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 UBA1740	MGYG000000352
OTU1851	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Tannerellaceae	 Parabacteroides	MGYG000000355
OTU1852	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 VUNI01	MGYG000000356
OTU1853	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	MGYG000000357
OTU1854	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 UBA7182	MGYG000000359
OTU1855	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 VSOB01	MGYG000000361
OTU1856	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-269	MGYG000000375
OTU1857	Bacteria	 Patescibacteria	 Saccharimonadia	 Saccharimonadales	 Saccharimonadaceae	 UBA1103	MGYG000000376
OTU1858	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 UMGS1766	MGYG000000377
OTU1859	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 	MGYG000000378
OTU1860	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Merdibacter	MGYG000000380
OTU1861	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-628	MGYG000000381
OTU1862	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 UBA737	MGYG000000383
OTU1863	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-354	MGYG000000384
OTU1864	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 Zag111	MGYG000000385
OTU1865	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 UMGS911	MGYG000000386
OTU1866	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 	MGYG000000387
OTU1867	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 UMGS1623	MGYG000000388
OTU1868	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 	MGYG000000390
OTU1869	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	MGYG000000393
OTU1870	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	MGYG000000394
OTU1871	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000396
OTU1872	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000397
OTU1873	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 TF01-11	MGYG000000398
OTU1874	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 	MGYG000000399
OTU1875	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 UBA7173	MGYG000000400
OTU1876	Bacteria	 Firmicutes_A	 Clostridia	 Monoglobales_A	 UBA1381	 UBA4716	MGYG000000403
OTU1877	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 	MGYG000000408
OTU1878	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister	MGYG000000411
OTU1879	Bacteria	 Firmicutes_B	 Peptococcia	 Peptococcales	 Peptococcaceae	 UBA7185	MGYG000000413
OTU1880	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-269	MGYG000000421
OTU1881	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 UBA7001	MGYG000000423
OTU1882	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 	MGYG000000425
OTU1883	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 UBA5026	MGYG000000426
OTU1884	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-552	 UMGS1795	MGYG000000428
OTU1885	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-269	MGYG000000432
OTU1886	Bacteria	 Firmicutes	 Bacilli	 ML615J-28	 CAG-313	 UBA1737	MGYG000000433
OTU1887	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 UMGS1865	MGYG000000440
OTU1888	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 Eubacterium_R	MGYG000000443
OTU1889	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 RUG410	MGYG000000445
OTU1890	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Muribaculaceae	 CAG-873	MGYG000000448
OTU1891	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 UMGS1826	MGYG000000450
OTU1892	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 RUG11130	MGYG000000454
OTU1893	Bacteria	 Firmicutes_A	 Clostridia	 UBA1212	 UBA1255	 UMGS1537	MGYG000000455
OTU1894	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 	MGYG000000456
OTU1895	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 UBA1242	 	MGYG000000459
OTU1896	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-460	MGYG000000465
OTU1897	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 UBA6414	MGYG000000469
OTU1898	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 Dysosmobacter	MGYG000000474
OTU1899	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-382	 UMGS1387	MGYG000000481
OTU1900	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-269	MGYG000000494
OTU1901	Bacteria	 Verrucomicrobiota	 Verrucomicrobiae	 Opitutales	 CAG-312	 QALA01	MGYG000000497
OTU1902	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 	MGYG000000505
OTU1903	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium	MGYG000000512
OTU1904	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 CAG-272	 UMGS902	MGYG000000516
OTU1905	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-452	MGYG000000521
OTU1906	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Mediterraneibacter	MGYG000000545
OTU1907	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelatoclostridiaceae	 Catenibacterium	MGYG000000547
OTU1908	Bacteria	 Desulfobacterota	 Desulfovibrionia	 Desulfovibrionales	 Desulfovibrionaceae	 Mailhella	MGYG000000566
OTU1909	Bacteria	 Cyanobacteria	 Vampirovibrionia	 Gastranaerophilales	 Gastranaerophilaceae	 Zag1	MGYG000000572
OTU1910	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 	MGYG000000574
OTU1911	Bacteria	 Firmicutes	 Bacilli	 Lactobacillales	 Streptococcaceae	 Streptococcus	MGYG000000576
OTU1912	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 UMGS1502	MGYG000000577
OTU1913	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 	MGYG000000578
OTU1914	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000579
OTU1915	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	MGYG000000581
OTU1916	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 UMGS124	 UMGS124	MGYG000000585
OTU1917	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 TF01-11	MGYG000000586
OTU1918	Bacteria	 Firmicutes_A	 Clostridia	 Monoglobales_A	 UBA1381	 	MGYG000000587
OTU1919	Bacteria	 Firmicutes	 Bacilli	 ML615J-28	 CAG-313	 UMGS75	MGYG000000588
OTU1920	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Faecalibacterium	MGYG000000589
OTU1921	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 UBA932	 RC9	MGYG000000592
OTU1922	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000593
OTU1923	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000594
OTU1924	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	MGYG000000597
OTU1925	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000598
OTU1926	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000599
OTU1927	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Ruminococcaceae	 Ruminococcus_C	MGYG000000605
OTU1928	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Acutalibacteraceae	 UMGS1491	MGYG000000607
OTU1929	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 Victivallaceae	 UMGS1518	MGYG000000608
OTU1930	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 UBA1234	 UBA1234	MGYG000000609
OTU1931	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Megasphaeraceae	 Megasphaera	MGYG000000612
OTU1932	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 UMGS124	 UMGS124	MGYG000000613
OTU1933	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 CAG-1427	MGYG000000616
OTU1934	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Acetatifactor	MGYG000000621
OTU1935	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Duodenibacillus	MGYG000000624
OTU1936	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-127	MGYG000000625
OTU1937	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Eubacterium_J	MGYG000000626
OTU1938	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 CAG-632	MGYG000000627
OTU1939	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-917	 CAG-475	MGYG000000628
OTU1940	Bacteria	 Firmicutes_C	 Negativicutes	 Veillonellales	 Dialisteraceae	 Dialister	MGYG000000630
OTU1941	Bacteria	 Proteobacteria	 Gammaproteobacteria	 Burkholderiales	 Burkholderiaceae	 Sutterella	MGYG000000632
OTU1942	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Ellagibacter	MGYG000000635
OTU1943	Bacteria	 Proteobacteria	 Alphaproteobacteria	 RF32	 CAG-239	 CAG-495	MGYG000000637
OTU1944	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 CAG-552	 UBA10677	MGYG000000640
OTU1945	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000641
OTU1946	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Eggerthellaceae	 Senegalimassilia	MGYG000000643
OTU1947	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000645
OTU1948	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Enterocloster	MGYG000000650
OTU1949	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-269	MGYG000000656
OTU1950	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 Prevotellamassilia	MGYG000000658
OTU1951	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000660
OTU1952	Bacteria	 Firmicutes	 Bacilli	 RF39	 UBA660	 CAG-302	MGYG000000661
OTU1953	Bacteria	 Firmicutes	 Bacilli	 Erysipelotrichales	 Erysipelotrichaceae	 Bulleidia	MGYG000000662
OTU1954	Bacteria	 Firmicutes_A	 Clostridia	 TANB77	 CAG-508	 CAG-273	MGYG000000665
OTU1955	Bacteria	 Verrucomicrobiota	 Lentisphaeria	 Victivallales	 UBA1829	 	MGYG000000666
OTU1956	Bacteria	 Firmicutes_A	 Clostridia	 UMGS1810	 UMGS1810	 	MGYG000000674
OTU1957	Bacteria	 Firmicutes_A	 Clostridia_A	 Christensenellales	 Borkfalkiaceae	 Borkfalkia	MGYG000000676
OTU1958	Bacteria	 Spirochaetota	 Spirochaetia	 Sphaerochaetales	 Sphaerochaetaceae	 UBA5920	MGYG000000677
OTU1959	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 UBA3402	MGYG000000680
OTU1960	Bacteria	 Bacteroidota	 Bacteroidia	 Bacteroidales	 Bacteroidaceae	 UBA4334	MGYG000000682
OTU1961	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000684
OTU1962	Bacteria	 Firmicutes_A	 Clostridia	 Lachnospirales	 Lachnospiraceae	 Anaerostipes	MGYG000000687
OTU1963	Bacteria	 Actinobacteriota	 Coriobacteriia	 Coriobacteriales	 Coriobacteriaceae	 Collinsella	MGYG000000688
OTU1964	Bacteria	 Firmicutes_A	 Clostridia	 Oscillospirales	 Oscillospiraceae	 CAG-110	MGYG000000691
